edHello.agents.Patient@99fa758 | total wait time: 35 | dealt at time point: 35.0
simcore.agents.Patient@750268b7 | total wait time: 4 | dealt at time point: 66.0
simcore.agents.Patient@7dda1b9c | total wait time: 5 | dealt at time point: 127.0
simcore.agents.Patient@2e3fe2d1 | total wait time: 6 | dealt at time point: 312.0
simcore.agents.Patient@1485f6b2 | total wait time: 164 | dealt at time point: 348.0
simcore.agents.Patient@4b4b0c4b | total wait time: 5 | dealt at time point: 371.0
simcore.agents.Patient@11b051c2 | total wait time: 145 | dealt at time point: 390.0
simcore.agents.Patient@11b46ff6 | total wait time: 5 | dealt at time point: 433.0
simcore.agents.Patient@26ee2845 | total wait time: 5 | dealt at time point: 493.0
simcore.agents.Patient@30036c8b | total wait time: 5 | dealt at time point: 616.0
simcore.agents.Patient@253e637a | total wait time: 172 | dealt at time point: 722.0
simcore.agents.Patient@3f76dc54 | total wait time: 4 | dealt at time point: 737.0
simcore.agents.Patient@4d5d7633 | total wait time: 175 | dealt at time point: 846.0
simcore.agents.Patient@154f63e8 | total wait time: 6 | dealt at time point: 860.0
simcore.agents.Patient@f0e6983 | total wait time: 7 | dealt at time point: 922.0
simcore.agents.Patient@458a6f0b | total wait time: 6 | dealt at time point: 982.0
simcore.agents.Patient@50d3cca3 | total wait time: 203 | dealt at time point: 996.0
simcore.agents.Patient@c7705c7 | total wait time: 5 | dealt at time point: 1042.0
simcore.agents.Patient@3276e41c | total wait time: 6 | dealt at time point: 1105.0
simcore.agents.Patient@15d71b9f | total wait time: 5 | dealt at time point: 1164.0
simcore.agents.Patient@4b24a9a0 | total wait time: 202 | dealt at time point: 1423.0
simcore.agents.Patient@5084810a | total wait time: 207 | dealt at time point: 1489.0
simcore.agents.Patient@710cb7e1 | total wait time: 207 | dealt at time point: 1550.0
simcore.agents.Patient@50505b3a | total wait time: 5 | dealt at time point: 1592.0
simcore.agents.Patient@179c7783 | total wait time: 202 | dealt at time point: 1605.0
simcore.agents.Patient@14519e07 | total wait time: 6 | dealt at time point: 1653.0
simcore.agents.Patient@9799d40 | total wait time: 223 | dealt at time point: 1687.0
simcore.agents.Patient@638df093 | total wait time: 202 | dealt at time point: 1727.0
simcore.agents.Patient@7523f34 | total wait time: 5 | dealt at time point: 1836.0
simcore.agents.Patient@7950bd13 | total wait time: 202 | dealt at time point: 1910.0
simcore.agents.Patient@23f674cf | total wait time: 6 | dealt at time point: 1958.0
simcore.agents.Patient@327fb1d9 | total wait time: 202 | dealt at time point: 1971.0
simcore.agents.Patient@76a33e2f | total wait time: 7 | dealt at time point: 2020.0
simcore.agents.Patient@4272dfcd | total wait time: 6 | dealt at time point: 2080.0
simcore.agents.Patient@6106a5c8 | total wait time: 202 | dealt at time point: 2093.0
simcore.agents.Patient@48ccb77d | total wait time: 4 | dealt at time point: 2140.0
simcore.agents.Patient@560871dc | total wait time: 7 | dealt at time point: 2203.0
simcore.agents.Patient@8bcd6c9 | total wait time: 6 | dealt at time point: 2325.0
simcore.agents.Patient@4cc48b4a | total wait time: 6 | dealt at time point: 2386.0
simcore.agents.Patient@39363730 | total wait time: 208 | dealt at time point: 2465.0
simcore.agents.Patient@3b23ad6e | total wait time: 6 | dealt at time point: 2508.0
simcore.agents.Patient@2e7f5106 | total wait time: 5 | dealt at time point: 2629.0
simcore.agents.Patient@1533de2 | total wait time: 202 | dealt at time point: 2643.0
simcore.agents.Patient@a7b5c97 | total wait time: 6 | dealt at time point: 2690.0
simcore.agents.Patient@55d120d3 | total wait time: 6 | dealt at time point: 2751.0
simcore.agents.Patient@3dd17864 | total wait time: 201 | dealt at time point: 2764.0
simcore.agents.Patient@1cad7f33 | total wait time: 4 | dealt at time point: 2872.0
simcore.agents.Patient@2b9def93 | total wait time: 145 | dealt at time point: 2952.0
simcore.agents.Patient@6f3e738 | total wait time: 6 | dealt at time point: 3056.0
simcore.agents.Patient@3767ddc6 | total wait time: 6 | dealt at time point: 3117.0
simcore.agents.Patient@6181b3f0 | total wait time: 201 | dealt at time point: 3130.0
simcore.agents.Patient@7c580175 | total wait time: 5 | dealt at time point: 3178.0
simcore.agents.Patient@153bfe0d | total wait time: 208 | dealt at time point: 3197.0
simcore.agents.Patient@886713 | total wait time: 7 | dealt at time point: 3240.0
simcore.agents.Patient@69929e90 | total wait time: 5 | dealt at time point: 3300.0
simcore.agents.Patient@43a7e078 | total wait time: 4 | dealt at time point: 3360.0
simcore.agents.Patient@7aa9c46f | total wait time: 4 | dealt at time point: 3482.0
simcore.agents.Patient@7172e563 | total wait time: 5 | dealt at time point: 3544.0
simcore.agents.Patient@7857b3f1 | total wait time: 5 | dealt at time point: 3605.0
simcore.agents.Patient@64f3993a | total wait time: 202 | dealt at time point: 3618.0
simcore.agents.Patient@599680ec | total wait time: 5 | dealt at time point: 3787.0
simcore.agents.Patient@445bf83a | total wait time: 4 | dealt at time point: 3848.0
simcore.agents.Patient@72897563 | total wait time: 201 | dealt at time point: 3861.0
simcore.agents.Patient@7bf087ee | total wait time: 202 | dealt at time point: 3923.0
simcore.agents.Patient@2e17e2a0 | total wait time: 7 | dealt at time point: 3972.0
simcore.agents.Patient@5a3c641e | total wait time: 5 | dealt at time point: 4031.0
simcore.agents.Patient@74ce4ca4 | total wait time: 6 | dealt at time point: 4094.0
simcore.agents.Patient@e0ce279 | total wait time: 207 | dealt at time point: 4112.0
simcore.agents.Patient@573aac61 | total wait time: 142 | dealt at time point: 4290.0
simcore.agents.Patient@416bedca | total wait time: 6 | dealt at time point: 4338.0
simcore.agents.Patient@5c965a57 | total wait time: 6 | dealt at time point: 4399.0
simcore.agents.Patient@46422b1c | total wait time: 208 | dealt at time point: 4418.0
simcore.agents.Patient@3e634df7 | total wait time: 4 | dealt at time point: 4458.0
simcore.agents.Patient@4d3047c5 | total wait time: 202 | dealt at time point: 4473.0
simcore.agents.Patient@1c8d0eff | total wait time: 5 | dealt at time point: 4520.0
simcore.agents.Patient@75b714a3 | total wait time: 6 | dealt at time point: 4642.0
simcore.agents.Patient@2457bfad | total wait time: 207 | dealt at time point: 4782.0
simcore.agents.Patient@3b2ef4ec | total wait time: 6 | dealt at time point: 4825.0
simcore.agents.Patient@38bff514 | total wait time: 202 | dealt at time point: 4899.0
simcore.agents.Patient@25141877 | total wait time: 5 | dealt at time point: 4946.0
simcore.agents.Patient@7cea787b | total wait time: 207 | dealt at time point: 4966.0
simcore.agents.Patient@44841407 | total wait time: 6 | dealt at time point: 5070.0
simcore.agents.Patient@201bb13b | total wait time: 200 | dealt at time point: 5081.0
simcore.agents.Patient@550c04ae | total wait time: 5 | dealt at time point: 5130.0
simcore.agents.Patient@c701621 | total wait time: 145 | dealt at time point: 5147.0
simcore.agents.Patient@5e1e18cd | total wait time: 5 | dealt at time point: 5252.0
simcore.agents.Patient@335f79dc | total wait time: 7 | dealt at time point: 5314.0
simcore.agents.Patient@7dd683e8 | total wait time: 142 | dealt at time point: 5327.0
simcore.agents.Patient@4611c3b0 | total wait time: 6 | dealt at time point: 5375.0
simcore.agents.Patient@3d8cf7fc | total wait time: 5 | dealt at time point: 5434.0
simcore.agents.Patient@8fbf982 | total wait time: 5 | dealt at time point: 5557.0
simcore.agents.Patient@2e01e30b | total wait time: 6 | dealt at time point: 5680.0
simcore.agents.Patient@3e52f32c | total wait time: 201 | dealt at time point: 5692.0
simcore.agents.Patient@76aefae9 | total wait time: 6 | dealt at time point: 5741.0
simcore.agents.Patient@4694595a | total wait time: 201 | dealt at time point: 5814.0
simcore.agents.Patient@33723ac4 | total wait time: 6 | dealt at time point: 5862.0
simcore.agents.Patient@31dbe8a2 | total wait time: 6 | dealt at time point: 5923.0
simcore.agents.Patient@495f126a | total wait time: 202 | dealt at time point: 5998.0
simcore.agents.Patient@387f074b | total wait time: 6 | dealt at time point: 6045.0
simcore.agents.Patient@7810919a | total wait time: 208 | dealt at time point: 6187.0
simcore.agents.Patient@47fcc269 | total wait time: 5 | dealt at time point: 6227.0
simcore.agents.Patient@6a45ef0d | total wait time: 5 | dealt at time point: 6289.0
simcore.agents.Patient@3be92ffc | total wait time: 202 | dealt at time point: 6302.0
simcore.agents.Patient@c470476 | total wait time: 5 | dealt at time point: 6349.0
simcore.agents.Patient@1836ef17 | total wait time: 208 | dealt at time point: 6369.0
simcore.agents.Patient@6e1f188c | total wait time: 7 | dealt at time point: 6412.0
simcore.agents.Patient@161e68f3 | total wait time: 6 | dealt at time point: 6534.0
simcore.agents.Patient@723657c2 | total wait time: 4 | dealt at time point: 6654.0
simcore.agents.Patient@7e237b2c | total wait time: 208 | dealt at time point: 6675.0
simcore.agents.Patient@17fd7cee | total wait time: 6 | dealt at time point: 6777.0
simcore.agents.Patient@2542a57e | total wait time: 201 | dealt at time point: 6790.0
simcore.agents.Patient@18b60eaa | total wait time: 6 | dealt at time point: 6838.0
simcore.agents.Patient@f425f46 | total wait time: 5 | dealt at time point: 6898.0
simcore.agents.Patient@6d805039 | total wait time: 208 | dealt at time point: 6919.0
simcore.agents.Patient@538da81 | total wait time: 5 | dealt at time point: 6960.0
simcore.agents.Patient@2fd8c59f | total wait time: 5 | dealt at time point: 7020.0
simcore.agents.Patient@2d2af04c | total wait time: 4 | dealt at time point: 7081.0
simcore.agents.Patient@14b6b269 | total wait time: 6 | dealt at time point: 7143.0
simcore.agents.Patient@4d9f4862 | total wait time: 5 | dealt at time point: 7265.0
simcore.agents.Patient@3bb15e7b | total wait time: 5 | dealt at time point: 7325.0
simcore.agents.Patient@2c931fa6 | total wait time: 6 | dealt at time point: 7387.0
simcore.agents.Patient@adc28d7 | total wait time: 203 | dealt at time point: 7401.0
simcore.agents.Patient@3ddf7ed | total wait time: 6 | dealt at time point: 7571.0
simcore.agents.Patient@5fe204db | total wait time: 6 | dealt at time point: 7632.0
simcore.agents.Patient@9484eab | total wait time: 201 | dealt at time point: 7643.0
simcore.agents.Patient@4cfa4bd3 | total wait time: 5 | dealt at time point: 7691.0
simcore.agents.Patient@3fe5614a | total wait time: 208 | dealt at time point: 7711.0
simcore.agents.Patient@211e5844 | total wait time: 5 | dealt at time point: 7753.0
simcore.agents.Patient@2bc5232e | total wait time: 201 | dealt at time point: 8010.0
simcore.agents.Patient@2296cc74 | total wait time: 6 | dealt at time point: 8059.0
simcore.agents.Patient@54a7b1c2 | total wait time: 201 | dealt at time point: 8071.0
simcore.agents.Patient@7ab1acf4 | total wait time: 202 | dealt at time point: 8132.0
simcore.agents.Patient@563d0fc6 | total wait time: 216 | dealt at time point: 8208.0
simcore.agents.Patient@3835837e | total wait time: 6 | dealt at time point: 8242.0
simcore.agents.Patient@938ca68 | total wait time: 7 | dealt at time point: 8303.0
simcore.agents.Patient@5986d6bb | total wait time: 201 | dealt at time point: 8315.0
simcore.agents.Patient@36603e22 | total wait time: 5 | dealt at time point: 8362.0
simcore.agents.Patient@2ad863bc | total wait time: 201 | dealt at time point: 8376.0
simcore.agents.Patient@3361abb0 | total wait time: 6 | dealt at time point: 8425.0
simcore.agents.Patient@129db2cb | total wait time: 6 | dealt at time point: 8486.0
simcore.agents.Patient@73d9d19e | total wait time: 5 | dealt at time point: 8607.0
simcore.agents.Patient@261e2f1d | total wait time: 6 | dealt at time point: 8669.0
simcore.agents.Patient@3043d3ff | total wait time: 200 | dealt at time point: 8741.0
simcore.agents.Patient@2b9ec297 | total wait time: 25 | dealt at time point: 8748.0
simcore.agents.Patient@3f9260bd | total wait time: 5 | dealt at time point: 8789.0
simcore.agents.Patient@1f1d4019 | total wait time: 5 | dealt at time point: 8911.0
simcore.agents.Patient@184dd637 | total wait time: 7 | dealt at time point: 8974.0
simcore.agents.Patient@679b0784 | total wait time: 206 | dealt at time point: 9052.0
simcore.agents.Patient@1a2bd19b | total wait time: 5 | dealt at time point: 9156.0
simcore.agents.Patient@7f79555 | total wait time: 201 | dealt at time point: 9230.0
simcore.agents.Patient@7f362f38 | total wait time: 146 | dealt at time point: 9236.0
simcore.agents.Patient@20a0b4a9 | total wait time: 6 | dealt at time point: 9340.0
simcore.agents.Patient@3679f709 | total wait time: 5 | dealt at time point: 9400.0
simcore.agents.Patient@122aca2f | total wait time: 208 | dealt at time point: 9419.0
simcore.agents.Patient@42041f36 | total wait time: 201 | dealt at time point: 9474.0
simcore.agents.Patient@56e44876 | total wait time: 5 | dealt at time point: 9583.0
simcore.agents.Patient@ceba86b | total wait time: 5 | dealt at time point: 9643.0
simcore.agents.Patient@6e7f1a3 | total wait time: 202 | dealt at time point: 9657.0
simcore.agents.Patient@2706afbd | total wait time: 5 | dealt at time point: 9704.0
simcore.agents.Patient@2691fbf8 | total wait time: 208 | dealt at time point: 9725.0
simcore.agents.Patient@af7d11a | total wait time: 4 | dealt at time point: 9765.0
simcore.agents.Patient@443232aa | total wait time: 5 | dealt at time point: 9827.0
simcore.agents.Patient@2af76bc4 | total wait time: 6 | dealt at time point: 9949.0
simcore.agents.Patient@40d2af30 | total wait time: 4 | dealt at time point: 10009.0
simcore.agents.Patient@5a17d166 | total wait time: 201 | dealt at time point: 10083.0
simcore.agents.Patient@4a21d5da | total wait time: 6 | dealt at time point: 10133.0
simcore.agents.Patient@11e4cfad | total wait time: 6 | dealt at time point: 10255.0
simcore.agents.Patient@77b92644 | total wait time: 208 | dealt at time point: 10274.0
simcore.agents.Patient@6fa17c7e | total wait time: 5 | dealt at time point: 10315.0
simcore.agents.Patient@12541a3a | total wait time: 146 | dealt at time point: 10333.0
simcore.agents.Patient@684f9b72 | total wait time: 6 | dealt at time point: 10437.0
simcore.agents.Patient@11734c0c | total wait time: 6 | dealt at time point: 10499.0
simcore.agents.Patient@1bd1de85 | total wait time: 201 | dealt at time point: 10571.0
simcore.agents.Patient@30f4bf61 | total wait time: 6 | dealt at time point: 10620.0
simcore.agents.Patient@49382696 | total wait time: 6 | dealt at time point: 10681.0
simcore.agents.Patient@3092cf84 | total wait time: 6 | dealt at time point: 10742.0
simcore.agents.Patient@12fe0b8a | total wait time: 200 | dealt at time point: 10754.0
simcore.agents.Patient@5091bf91 | total wait time: 1 | dealt at time point: 2.0
simcore.agents.Patient@416fb72a | total wait time: 1 | dealt at time point: 22.0
simcore.agents.Patient@242d9bf2 | total wait time: 1 | dealt at time point: 43.0
simcore.agents.Patient@332570ec | total wait time: 1 | dealt at time point: 65.0
simcore.agents.Patient@72ce12a7 | total wait time: 2 | dealt at time point: 86.0
simcore.agents.Patient@2ff2c99c | total wait time: 1 | dealt at time point: 106.0
simcore.agents.Patient@4001f240 | total wait time: 2 | dealt at time point: 128.0
simcore.agents.Patient@3cbf5a0 | total wait time: 1 | dealt at time point: 148.0
simcore.agents.Patient@116a6234 | total wait time: 1 | dealt at time point: 169.0
simcore.agents.Patient@67899b69 | total wait time: 1 | dealt at time point: 190.0
